default		00:00:13.009	13.009	00:00:14.550	14.55	00:00:01.541	1.541	?
default		00:00:21.471	21.471	00:00:26.967	26.967	00:00:05.496	5.496	?
default		00:00:36.680	36.68	00:00:49.941	49.941	00:00:13.261	13.261	n
default		00:00:51.723	51.723	00:00:55.825	55.825	00:00:04.102	4.102	?
default		00:01:07.912	67.912	00:01:08.549	68.549	00:00:00.637	0.637	n
default		00:01:12.260	72.26	00:01:16.941	76.941	00:00:04.681	4.681	n
default		00:01:22.202	82.202	00:01:23.390	83.39	00:00:01.188	1.188	n
default		00:01:36.629	96.629	00:01:38.498	98.498	00:00:01.869	1.869	n
default		00:01:46.021	106.021	00:01:48.600	108.6	00:00:02.579	2.579	?
default		00:02:02.154	122.154	00:02:05.227	125.227	00:00:03.073	3.073	d
default		00:02:06.564	126.564	00:02:21.299	141.299	00:00:14.735	14.735	n
default		00:02:27.376	147.376	00:02:30.057	150.057	00:00:02.681	2.681	?
default		00:02:34.243	154.243	00:02:34.910	154.91	00:00:00.667	0.667	?
default		00:02:48.479	168.479	00:02:51.059	171.059	00:00:02.580	2.58	n
default		00:02:52.434	172.434	00:02:52.723	172.723	00:00:00.289	0.289	?
default		00:02:54.034	174.034	00:02:54.353	174.353	00:00:00.319	0.319	?
default		00:02:59.984	179.984	00:03:01.448	181.448	00:00:01.464	1.464	n
default		00:03:03.419	183.419	00:03:04.404	184.404	00:00:00.985	0.985	nn
default		00:03:07.831	187.831	00:03:10.208	190.208	00:00:02.377	2.377	nn
default		00:03:11.448	191.448	00:03:11.810	191.81	00:00:00.362	0.362	?
