default		00:00:04.940	4.94	00:00:06.280	6.28	00:00:01.340	1.34	n
default		00:00:06.890	6.89	00:00:09.410	9.41	00:00:02.520	2.52	n
default		00:00:10.290	10.29	00:00:11.180	11.18	00:00:00.890	0.89	n
default		00:00:12.385	12.385	00:00:13.285	13.285	00:00:00.900	0.9	n
default		00:00:14.285	14.285	00:00:17.475	17.475	00:00:03.190	3.19	n
default		00:00:25.940	25.94	00:00:26.680	26.68	00:00:00.740	0.74	n
default		00:00:27.420	27.42	00:00:27.800	27.8	00:00:00.380	0.38	n
default		00:00:28.980	28.98	00:00:29.490	29.49	00:00:00.510	0.51	?
default		00:00:39.495	39.495	00:00:41.925	41.925	00:00:02.430	2.43	n
default		00:00:48.460	48.46	00:00:51.080	51.08	00:00:02.620	2.62	n
default		00:00:54.400	54.4	00:00:56.300	56.3	00:00:01.900	1.9	n
default		00:01:00.920	60.92	00:01:02.460	62.46	00:00:01.540	1.54	n
default		00:01:03.350	63.35	00:01:04.800	64.8	00:00:01.450	1.45	n
default		00:01:20.425	80.425	00:01:21.335	81.335	00:00:00.910	0.91	n
default		00:01:22.360	82.36	00:01:25.250	85.25	00:00:02.890	2.89	n
default		00:01:27.205	87.205	00:01:33.625	93.625	00:00:06.420	6.42	n
default		00:01:50.750	110.75	00:01:56.810	116.81	00:00:06.060	6.06	?
default		00:01:58.020	118.02	00:01:59.750	119.75	00:00:01.730	1.73	d
default		00:02:01.530	121.53	00:02:03.970	123.97	00:00:02.440	2.44	n
default		00:02:09.110	129.11	00:02:12.590	132.59	00:00:03.480	3.48	d
default		00:02:27.190	147.19	00:02:33.180	153.18	00:00:05.990	5.99	d
default		00:02:34.170	154.17	00:02:37.220	157.22	00:00:03.050	3.05	d
default		00:02:38.210	158.21	00:02:39.630	159.63	00:00:01.420	1.42	?
default		00:02:51.350	171.35	00:02:52.510	172.51	00:00:01.160	1.16	d
default		00:02:52.750	172.75	00:02:55.720	175.72	00:00:02.970	2.97	?
default		00:03:12.360	192.36	00:03:21.600	201.6	00:00:09.240	9.24	d
default		00:03:42.015	222.015	00:03:43.775	223.775	00:00:01.760	1.76	?
default		00:03:46.060	226.06	00:03:46.670	226.67	00:00:00.610	0.61	d
default		00:03:47.520	227.52	00:03:54.370	234.37	00:00:06.850	6.85	n
default		00:04:10.700	250.7	00:04:18.320	258.32	00:00:07.620	7.62	d
default		00:04:20.040	260.04	00:04:24.550	264.55	00:00:04.510	4.51	d
default		00:04:49.460	289.46	00:04:52.500	292.5	00:00:03.040	3.04	d
default		00:04:56.330	296.33	00:04:58.920	298.92	00:00:02.590	2.59	d
default		00:05:11.780	311.78	00:05:18.040	318.04	00:00:06.260	6.26	n
default		00:05:20.000	320.0	00:05:20.880	320.88	00:00:00.880	0.88	n
default		00:05:34.240	334.24	00:05:36.430	336.43	00:00:02.190	2.19	d
default		00:05:37.410	337.41	00:05:41.290	341.29	00:00:03.880	3.88	?
default		00:05:55.800	355.8	00:05:57.240	357.24	00:00:01.440	1.44	n
